168771
Q18880995,Q1054,Q225056
Q2989168,Q18554850
Q654,Q19609,Q207712
Q487654,Q1318941
Q6851461,Q11436
Q3718487,Q729283
Q21013815,Q192696
Q2515494,Q43109
Q1668910,Q3270632,Q13357858
Q2408527,Q13357858
Q26691774,Q5663900
Q7830391,Q637816
Q27569901,Q13357858
Q1796972,Q9166501
Q5138457,Q14659
Q1757041,Q781650
Q4836667,Q8054
Q1643932,Q160738,Q3244175
Q24255566,Q31920
Q3505826,Q1884224
Q18708269,Q20650761
Q1462977,Q13357858
Q3042278,Q1856439
Q4287993,Q908430
Q25859651,Q37868
Q27521938,Q13357858
Q900972,Q483373
Q288463,Q157195
Q912116,Q3270632
Q432785,Q93301
Q903809,Q1004354,Q161238
Q16997456,Q30185
Q27799712,Q13357858
Q623221,Q44455,Q2971515
Q19841453,Q3777750
Q2162408,Q12146012
Q18558167,Q18558209
Q9160881,Q64418
Q1863876,Q473972
Q1879241,Q11405
Q7925076,Q83307
Q4335462,Q36224
Q8499098,Q7214337,Q6966800,Q8670062,Q7216460
Q2875320,Q1754670
Q27826241,Q139677
Q303154,Q3091221
Q6908274,Q44337
Q453854,Q19860
Q23758088,Q1451311
Q17859650,Q848899
Q18810687,Q178706
Q7145204,Q2095
Q2876835,Q19842071
Q7011624,Q625151
Q2174695,Q9617716
Q5514970,Q785745
Q19001200,Q12136
Q26695570,Q5663900
Q422606,Q846227,Q24153252
Q7889316,Q15726790
Q2308166,Q131269
Q3006995,Q192786
Q7305365,Q206077
Q728085,Q13219666
Q18292693,Q5737,Q2593777
Q497778,Q188,Q2381130
Q3980514,Q18036914,Q4796437
Q4305784,Q3947
Q35830,Q169872
Q26700589,Q5663900
Q2975805,Q2811
Q599404,Q126818
Q16675718,Q178359
Q3944822,Q1003030
Q27650240,Q27684991
Q20087093,Q1146001
Q21600858,Q7868
Q331096,Q416949
Q14957233,Q223269
Q1370245,Q13357858
Q3894971,Q18036914,Q4796437
Q26691136,Q5663900
Q27669234,Q13357858
Q43116,Q177013
Q18556530,Q18556531
Q130155,Q13406554
Q27569821,Q13357858
Q1532091,Q13357858
Q870870,Q864114
Q3452088,Q123705
Q687191,Q811979
Q2815054,Q20650761,Q617792
Q173740,Q164307
Q18556288,Q2112719,Q18557477
Q15222885,Q4305259
Q18556570,Q1898104
Q19660046,Q13357858
Q1867790,Q3777532
Q2122633,Q3774485
Q14552828,Q15686806
Q27938,Q21558811,Q11004
Q3067647,Q3243677
Q570749,Q376924
Q19666653,Q83307
Q27254666,Q14788575
Q4057849,Q189290
Q18208460,Q11436
Q967685,Q8094
Q26694274,Q5663900
Q123220,Q828748,Q126945
Q26700890,Q5663900
Q20728678,Q1539532
Q234538,Q38035
Q18557655,Q18554907
Q813911,Q925783
Q18844445,Q688,Q467791
Q1204080,Q649107
Q3613284,Q1125341
Q3118090,Q1626416
Q26694099,Q5663900
Q5840071,Q1115875
Q1060449,Q167170
Q19750844,Q18979533
Q3695310,Q1125341
Q7543485,Q11053
Q17097939,Q582271
Q27669851,Q13357858
Q17155455,Q8054
Q2376488,Q3088299,Q3088330,Q19359994
Q1406425,Q83478
Q188866,Q37555
Q815302,Q8094
Q2204925,Q625151
Q958414,Q3113762
Q26694488,Q5663900
Q7075554,Q83267
Q1232414,Q262166,Q15284
Q4463793,Q407355
Q19841399,Q3092395
Q19309416,Q1559695
Q890367,Q1585743
Q27062494,Q2066131,Q18536342
Q21600501,Q21600504,Q21600562
Q18844982,Q867,Q2288723
Q3388620,Q146877
Q3214425,Q187916
Q7565633,Q376055
Q3792674,Q174736
Q26690883,Q5663900
Q2396149,Q1420
Q416983,Q945532
Q20895247,Q10980,Q920057
Q19861227,Q3777564
Q177013,Q1621273
Q560380,Q324233
Q27608709,Q13357858
Q4874510,Q3679597
Q191978,Q81163
Q152732,Q2271985,Q13220204
Q15732773,Q13357858
Q10404347,Q1307792,Q1075310
Q3666867,Q3777751
Q27798613,Q13357858
Q19001030,Q12136
Q494973,Q17544377
Q15706902,Q1317634
Q27606920,Q13357858
Q3974595,Q3777689
Q473761,Q17544377
Q4511004,Q3270632
Q6312072,Q1435193
Q1345038,Q11446
Q1013836,Q1153773
Q1740459,Q17089282
Q19990991,Q163552
Q2325081,Q2632935
Q14579,Q9662
Q27521622,Q13357858
Q18975620,Q12136
Q5430067,Q11436
Q18882937,Q737,Q28232
Q19887856,Q15686806,Q18812470
Q26251991,Q26243697,Q10540834,Q4115952,Q11812509
Q1823781,Q11563
Q742283,Q8054
Q6692780,Q41176
Q27799031,Q13357858
Q529545,Q1498298
Q18557873,Q18556806
Q4938791,Q5194698
Q2338524,Q1777138
Q26844,Q729
Q2249258,Q13357858
Q5156855,Q3890160
Q1123481,Q618779
Q818944,Q223655
Q2496517,Q549728,Q1386
Q8563761,Q209593
Q1154790,Q47250
Q11922557,Q124714
Q4199106,Q5334259
Q2463167,Q12518
Q1520089,Q227675
Q20873384,Q201788,Q2468727
Q1944352,Q1293
Q3399907,Q987767
Q611361,Q22989102,Q1088986
Q2607116,Q2630707
Q27521607,Q13357858
Q2983278,Q1125341
Q16831501,Q20650761,Q617792
Q7631298,Q33838
Q5931226,Q4991371,Q1365155
Q2956119,Q902750
Q7317113,Q236425
Q413314,Q3777635
Q3844515,Q3777798
Q3880978,Q18182635
Q1404563,Q7107591
Q18557311,Q16918477
Q17200661,Q1068636
Q385586,Q48282
Q3077636,Q65943
Q6721838,Q11436
Q2141820,Q57305
Q4850548,Q19842071,Q1079190
Q3267025,Q213441
Q1723486,Q13357858
Q266300,Q1125341
Q18087867,Q3029442
Q26694214,Q5663900
Q4508417,Q37845
Q1057224,Q729283
Q21124536,Q16918398
Q2912944,Q2668072,Q8513
Q1065033,Q170486
Q1349724,Q13357858
Q18410182,Q2596997
Q975399,Q33942
Q6935001,Q12479
Q15244982,Q13357858
Q4384972,Q34379
Q7433252,Q11436
Q3041452,Q10943
Q18883334,Q932,Q28223
Q1116790,Q13357858
Q3148787,Q289309
Q18845222,Q758,Q2991378
Q123266,Q1814009,Q13220204,Q149621
Q1672891,Q13357858
Q27430275,Q104085
Q2995613,Q1125341
Q211728,Q14506045
Q1151885,Q625151
Q3433172,Q1337875
Q218541,Q321839
Q18967544,Q12136
Q19772737,Q618536,Q82955
Q382516,Q176737
Q1220959,Q2519340
Q19146960,Q1349015
Q27607135,Q13357858
Q203784,Q13357858
Q979170,Q432
Q730298,Q1322949,Q18679685
Q6878542,Q162986
Q27625726,Q13357858
Q13693745,Q179661
Q17979234,Q591725
Q5297450,Q6581072
Q21510854,Q21502402
Q27608344,Q13357858
Q26196936,Q785745
Q15140151,Q785745
Q27798866,Q13357858
Q24237948,Q738761
Q16820563,Q11436
Q27799474,Q13357858
Q19046104,Q17172633,Q128758
Q188759,Q7174
Q16331471,Q16737364
Q558330,Q15623945,Q1763214
Q26698806,Q5663900
Q18928557,Q12136
Q1862031,Q18553789
Q18609189,Q42982
Q20738667,Q1785271
Q1890759,Q2044538,Q876
Q10969927,Q2912397
Q7987515,Q11063
Q15895937,Q219166
Q3518577,Q1754670
Q18966372,Q12136
Q18554111,Q3678510,Q18928624
Q3066936,Q3454956
Q15011985,Q2864672
Q1916585,Q3918
Q20643324,Q15850590,Q188451
Q27116514,Q7234230
Q16149111,Q889821
Q27798887,Q13357858
Q27669473,Q13357858
Q1544408,Q929737
Q28332,Q36784,Q203396
Q5732036,Q15139721
Q7889389,Q15726790
Q15840578,Q216916
Q1611777,Q1076566
Q6871906,Q11053
Q18845552,Q1105,Q2393673
Q1442189,Q246672
Q579575,Q185000
Q12236035,Q3551686
Q903715,Q646
Q18641852,Q13357858
Q3842,Q7264,Q46158
Q15709838,Q41298
Q3941802,Q900977
Q5997943,Q39631
Q26698178,Q5663900
Q27188439,Q13357858
Q12177489,Q215627
Q3930541,Q945532
Q6038391,Q384593,Q599151
Q91752,Q57821
Q2165906,Q2811
Q2306992,Q1815901
Q1513973,Q13357858
Q27626015,Q13357858
Q18558226,Q18558225
Q3983083,Q7946
Q2700964,Q1753397
Q15027384,Q59742
Q26691716,Q5663900
Q19822692,Q192161
Q2069006,Q58
Q11903562,Q943526
Q1589582,Q640040,Q617792
Q187947,Q340169
Q2538285,Q1190435,Q1100
Q6160784,Q11460
Q3625651,Q1125341
Q15708051,Q13357858
Q2700049,Q79529
Q13504972,Q13357858
Q1562410,Q5621421,Q155076
Q15427067,Q3623441
Q5176750,Q30461,Q2285706
Q1456367,Q11446
Q4043346,Q4406645
Q3123417,Q498466
Q1203865,Q13357858
Q24237713,Q1183543
Q1456489,Q283789
Q2610932,Q814696
Q843799,Q47912,Q356033
Q4423251,Q101965
Q1859284,Q6031064
Q5905383,Q182676
Q26699794,Q5663900
Q48381,Q8054
Q1322791,Q697175
Q27355181,Q18207730
Q18556806,Q18553670
Q3613264,Q1125341
Q18845550,Q1105,Q2393673
Q2286379,Q3317659,Q5784097
Q12875547,Q2778433
Q26698786,Q5663900
Q3268417,Q1707071
Q35377,Q2743643,Q33838
Q1000726,Q134219
Q7510866,Q11436
Q799360,Q13357858
Q21119928,Q152234
Q4118444,Q9585
Q25098594,Q182940
Q24751807,Q3777478
Q20679073,Q5509136,Q131557,Q93184
Q13564576,Q8454
Q27668956,Q13357858
Q1786611,Q785745,Q178692
Q238498,Q41207,Q3253199
Q27570488,Q13357858
Q554,Q1472481
Q2904989,Q14531212
Q26700910,Q5663900
Q5013070,Q11436
Q473768,Q246108,Q906321
Q3623016,Q2624432
Q25927640,Q13357858
Q24701158,Q24702381
Q5174329,Q2041172
Q1643464,Q6607
Q18881289,Q1091,Q1321542
Q4121160,Q33146
Q27320873,Q13085
Q778502,Q18211693
Q17074646,Q914359
Q34139,Q794377
Q1637901,Q22731
Q1096878,Q179643
Q4493410,Q11348
Q27626061,Q13357858
Q19943358,Q83307,Q23636313
Q1940040,Q26836193
Q4737566,Q193291
Q26694419,Q5663900
Q3151034,Q81096
Q2072645,Q13357858
Q559486,Q513359
Q3033588,Q153795
Q40112,Q124255,Q867058,Q2983648
Q4381462,Q36633
Q593958,Q4862390
Q18469476,Q16466010
Q27021013,Q13357858
Q2537344,Q15702752
Q1009272,Q16917
Q778000,Q28640
Q836224,Q8371
Q18968017,Q12136,Q19000971,Q41083
Q20097927,Q21674689
Q204726,Q162908
Q12204,Q18553247
Q8037184,Q1632552,Q18966186
Q735640,Q216916
Q15081895,Q13357858
Q27669146,Q13357858
Q1208979,Q487432
Q743861,Q9081
Q4330194,Q5962346
Q14544581,Q694131
Q33450,Q668284
Q19888407,Q39338,Q943
Q35132,Q715278
Q2531964,Q87167
Q27569780,Q13357858
Q27798923,Q13357858
Q19428421,Q13219666,Q15259995
Q26697016,Q5663900
Q18558220,Q3055380
Q3027894,Q179086
Q3746836,Q3447203
Q26991647,Q11153090
Q18554092,Q1890194,Q7758678
Q36673,Q2778190
Q27607203,Q13357858
Q16952476,Q6545185
Q208413,Q425402
Q27669744,Q13357858
Q1791119,Q5322
Q20647925,Q13357858
Q990894,Q41415
Q2227710,Q43010
Q419563,Q193430
Q7243132,Q26695958
Q1640361,Q23764314
Q940138,Q611361
Q3211647,Q778129
Q1323786,Q13357858
Q17299700,Q2312410
Q2009618,Q321098
Q11988905,Q180958
Q15132430,Q618,Q464352
Q27606887,Q13357858
Q18558093,Q692536,Q18558098
Q18553248,Q727028
Q2439568,Q427254
Q371276,Q188504
Q21174906,Q21167512
Q1021819,Q7675988
Q3950489,Q18203822
Q1539207,Q16331327
Q3405119,Q618779
Q2527949,Q1224870
Q26208812,Q50202
Q16746890,Q1900167
Q2510952,Q214196
Q4531151,Q11351
Q11972133,Q134574
Q18553516,Q1054718
Q5598085,Q728937
Q2740415,Q735
Q4965959,Q10943
Q2466826,Q1785271
Q26697702,Q5663900
Q18208032,Q11436
Q1549427,Q48204
Q27042489,Q1651051
Q2207052,Q1817077
Q1517816,Q1974312
Q1928643,Q178359
Q5261077,Q877955
Q26699749,Q5663900
Q3405409,Q594886
Q18555323,Q18556900
Q1774662,Q13698,Q1166625
Q23393948,Q189290
Q21174218,Q21167512
Q210729,Q15619176
Q1030814,Q7278
Q13027888,Q12973014,Q847017
Q1394022,Q1125341
Q22807264,Q101352
Q2570395,Q4421
Q6045978,Q740919
Q336554,Q625151
Q3697144,Q416949
Q2951930,Q26836193
Q20072580,Q21674689
Q3979229,Q3777710
Q20155396,Q1308822
Q29251,Q1188543
Q918319,Q10816
Q2677997,Q13357858
Q1089238,Q830335
Q27669157,Q13357858
Q2995020,Q80228
Q921336,Q736194
Q11667789,Q14978,Q191826
Q6138343,Q23708568
Q20135338,Q18539720
Q4023135,Q4023134
Q8026376,Q429006
Q1598200,Q1500373
Q20081407,Q15686806
Q18542787,Q937857
Q16847627,Q1420
Q2049030,Q13357858
Q19861203,Q7946
Q27608069,Q13357858
Q15808,Q39546,Q357003
Q1885761,Q170486
Q218640,Q697175
Q1671946,Q11173
Q1140186,Q19597657
Q2144370,Q27387
Q26691283,Q5663900
Q7442848,Q8054
Q299516,Q13219666
Q13393265,Q12973014,Q847017
Q17602055,Q7603534
Q2466395,Q14748
Q6679508,Q914752
Q26690435,Q5663900
Q3496339,Q34336
Q27669079,Q13357858
Q3552432,Q79529
Q188460,Q1554231
Q5450850,Q1479879
Q3658557,Q168247
Q834789,Q625151
Q27607407,Q13357858
Q18883233,Q925,Q1321353
Q1323140,Q121998
Q5325112,Q11436
Q3998395,Q1125341
Q26693751,Q5663900
Q18882749,Q1123,Q2500708
Q1975199,Q33614
Q7237592,Q11436
Q18557142,Q18556019
Q27826207,Q139677
Q5118892,Q208756
Q7628801,Q327245
Q1551574,Q1299477
Q7270990,Q24294815
Q811591,Q8366
Q1339358,Q11658
Q1097541,Q827017
Q2349789,Q2578402
Q7251075,Q36633
Q27626130,Q13357858
Q471148,Q17544377
Q27681417,Q27681343,Q27681343
Q27625731,Q13357858
Q11798419,Q914752
Q1325512,Q6743515
Q1430928,Q630531
Q4842589,Q7451928
Q1736906,Q6648982
Q521900,Q3270632
Q6881511,Q43229
Q165365,Q216916
Q12047842,Q12060255
Q3777694,Q3092395
Q15487029,Q163687
Q11981983,Q495304
Q27235550,Q13357858
Q989888,Q18533645
Q192851,Q2249149,Q241317
Q1476215,Q11499147
Q897760,Q108158
Q1110122,Q2227623
Q7474818,Q578380
Q6017623,Q12303322
Q12472990,Q171043
Q22986165,Q36794
Q2008885,Q743004
Q18888458,Q999,Q2217740
Q15644156,Q15644137
Q22122266,Q1138622
Q1065144,Q131476
Q20751113,Q16533
Q11507358,Q355472,Q130436
Q4367178,Q634415
Q1113088,Q171043
Q2261315,Q13357858
Q25501089,Q15807,Q25452965
Q27608319,Q13357858
Q5968700,Q24089059
Q3731574,Q1125341
Q27608125,Q13357858
Q745145,Q273854
Q18554761,Q18554096
Q18199690,Q6504
Q4931516,Q57305
Q7720566,Q1420
Q5152183,Q390383
Q1751429,Q11707
Q20659021,Q2397881
Q27569862,Q13357858
Q20081434,Q15686806
Q3108725,Q1758037
Q6081679,Q35535
Q18556352,Q12136,Q1137767
Q2995602,Q1125341
Q17305527,Q665487
Q204649,Q79529
Q6486,Q6437
Q33005,Q3329375
Q6196,Q385642
Q745933,Q6097
Q1722540,Q182676
Q26691571,Q5663900
Q654660,Q19773206,Q7126842,Q51600
Q27342172,Q13357858
Q637501,Q13357858
Q2356131,Q7248853
Q15283040,Q29182
Q1925443,Q550394,Q1809
Q211503,Q133311
Q741939,Q4390239
Q638328,Q486902
Q148846,Q18491097
Q6865944,Q83307
Q2692244,Q13357858
Q7270983,Q93301
Q3555980,Q11236878
Q20103213,Q618779
Q20867284,Q18285135,Q1048652
Q2106419,Q123705
Q2824470,Q230262
Q5505101,Q748349
Q4834513,Q11436
Q18844783,Q871,Q2522813
Q24701223,Q24702381
Q27570225,Q13357858
Q19758733,Q2532278,Q11204
Q18351727,Q11436
Q1646194,Q28823
Q477309,Q3270632
Q13405470,Q387917
Q3655456,Q15720870
Q150052,Q486902
Q651641,Q34770,Q257885
Q26214816,Q21246076
Q35431,Q532003
Q2509923,Q83364
Q1425283,Q13357858
Q24567296,Q1076105
Q7137537,Q2310015
Q1458841,Q12172082,Q2592937
Q763681,Q93288
Q604538,Q12639
Q18880043,Q731,Q469670
Q18554309,Q18558098,Q684383
Q14594791,Q2095
Q2335528,Q7227561
Q22704613,Q13357858
Q1549067,Q80071
Q2983510,Q1125341
Q333134,Q1453431
Q325884,Q474748
Q775835,Q3088299,Q3774485,Q17315191
Q3252884,Q82794
Q21175432,Q21167512
Q5094657,Q187560
Q799528,Q13357858
Q11903602,Q943526
Q3941675,Q1125341
Q2554326,Q126017
Q4698744,Q207961,Q161973
Q4449101,Q19842071
Q1181308,Q483251,Q7749
Q2949880,Q3270632
Q668378,Q1125341
Q12247882,Q756
Q26695331,Q5663900
Q2281714,Q7889
Q6947764,Q235356
Q20897929,Q820477
Q20354035,Q728904,Q20296613
Q4917780,Q13426709
Q138796,Q49773,Q43229
Q13400736,Q899033
Q907658,Q898370
Q22669642,Q1076105
Q1032305,Q13357858
Q7108425,Q2310383,Q1327500
Q16256201,Q276453
Q1371025,Q318
Q1106843,Q182413,Q2933021
Q6842402,Q785745
Q7939632,Q19773206,Q19408,Q223714,Q17582
Q1275557,Q1400264
Q933306,Q6186
Q108916,Q1946
Q16314361,Q14467526
Q3851907,Q927407
Q507295,Q959968
Q7339484,Q53121
Q1635923,Q1531435
Q542212,Q13357858
Q3637099,Q1073138
Q16841203,Q2095
Q17121551,Q11053
Q1158818,Q159719
Q2599734,Q275102
Q909821,Q1229911
Q13512120,Q13357858
Q2661040,Q1940287
Q1572135,Q93189
Q56731,Q34230
Q1391872,Q870
Q27677589,Q1125121
Q23662479,Q23662604,Q23662611
Q159719,Q5302441
Q1498363,Q13357858
Q17518536,Q1141409
Q16725928,Q13357858
Q3679292,Q2811
Q22813383,Q550594
Q24703207,Q30185
Q4684582,Q180472
Q6619802,Q14897293
Q7631103,Q7631075
Q2457774,Q116
Q4064963,Q204179,Q5433715,Q7852566
Q7476423,Q407355
Q17370769,Q151432
Q468755,Q4830453
Q18556776,Q18556966
Q19756,Q101998
Q7565605,Q785745
Q18573407,Q6785569,Q18555951
Q1418156,Q13357858
Q3075263,Q140645
Q27654499,Q2657794
Q3246353,Q147538
Q7230970,Q785745
Q15921784,Q15921881
Q5597000,Q13360264
Q468478,Q24925
Q26694577,Q5663900
Q1500732,Q43054
Q21693904,Q21693713
Q3075619,Q18631228,Q19629395,Q3376045
Q6916288,Q33705
Q26700970,Q5663900
Q562803,Q13357858
Q1736875,Q43010
Q18557671,Q4057495
Q21127553,Q30185
Q22664,Q11210
Q431667,Q1166618
Q1342577,Q13357858
Q166142,Q7397
Q910455,Q18555344
Q731314,Q3667566
Q687538,Q131339
Q21173314,Q21167512
Q3037047,Q3070307
Q21968144,Q21856559
Q20991247,Q1183543
Q3877260,Q3777525
Q18176986,Q667988
Q954266,Q703413
Q26698261,Q5663900
Q604370,Q43297
Q1963588,Q3843811
Q6481648,Q32489
Q19309430,Q1559695
Q21683599,Q734103
Q7187491,Q8054
Q6866252,Q83307
Q1989409,Q216916
Q7813451,Q34379
Q4688459,Q176165
Q2511515,Q123705
Q27607485,Q13357858
Q26698965,Q5663900
Q18390006,Q1420
Q672673,Q625151
Q207832,Q1401891
Q14968,Q13360264
Q18881687,Q1108,Q24638
Q20656681,Q1668313
Q693255,Q1256296,Q19359994
Q3362086,Q2160409
Q3442060,Q369747
Q3270264,Q7603708
Q5651686,Q52371
Q15829598,Q121998
Q2379075,Q270496,Q149621,Q13221722
Q14917413,Q2095
Q16945799,Q6999
Q4200946,Q46255
Q27064373,Q15141195
Q17153741,Q20650761
Q12157495,Q37226
Q1674538,Q1914636
Q18553358,Q18557081
Q17909521,Q1813047
Q7582060,Q2036093
Q17103978,Q654051
Q5156903,Q3890160
Q1300393,Q11446
Q36616,Q33260
Q13616307,Q1154055,Q101991
Q18553422,Q742500
Q3319380,Q3217488
Q2807688,Q20650761,Q617792
Q21193136,Q58778
Q2062306,Q161705
Q6269493,Q18691599
Q15856159,Q16936947
Q18052268,Q18049507
Q35208,Q32906
Q3245747,Q121998
Q27606874,Q13357858
Q7498930,Q2095
Q24701536,Q24702381
Q18556193,Q18975720,Q18556194,Q18556195
Q718010,Q44541
Q5459329,Q570755
Q1952403,Q235356
Q18883395,Q708,Q1372384
Q1281284,Q20650761,Q617792
Q5768213,Q11436
Q18844940,Q677,Q1201493
Q26694273,Q5663900
Q536691,Q1570052
Q489145,Q37732
Q19856746,Q3237773
Q1151259,Q265147
Q23645115,Q30185
Q1158229,Q3514744
Q181861,Q11399
Q5865102,Q1648546
Q7681273,Q2388316
Q7079603,Q12483
Q3854051,Q3777597
Q24266768,Q22951081
Q27606930,Q13357858
Q42002,Q34187,Q1143546,Q309
Q3622409,Q3777774
Q142034,Q3117863
Q131359,Q184485,Q7128792
Q16992252,Q11436
Q7900616,Q7900883
Q5164213,Q7603671
Q7276377,Q11436
Q1093806,Q335225
Q27669170,Q13357858
Q27570516,Q13357858
Q18966083,Q206901
Q13058865,Q46169,Q2271985
Q18554173,Q7578540
Q9557810,Q131569
Q26691263,Q5663900
Q27798705,Q13357858
Q840392,Q192786
Q17506035,Q3041792,Q198024
Q12953553,Q5616927
Q15208265,Q5320
Q2877020,Q10998
Q27321004,Q22731
Q7251281,Q473972
Q4287629,Q22669429
Q12360,Q39546
Q19728993,Q1068763
Q639571,Q12796
Q7885001,Q4641578,Q3887718
Q29067,Q2878957
Q2467690,Q20650761
Q3984359,Q1125341
Q3777843,Q279440
Q2740845,Q1144661
Q18967592,Q47790
Q18557792,Q18554854
Q850107,Q3947
Q1630622,Q483453
Q5284033,Q628792
Q3754231,Q11419
Q218695,Q170877
Q6460054,Q785745
Q26699371,Q5663900
Q5282305,Q312466
Q19610127,Q6773064
Q1151911,Q7132141
Q23894553,Q501058
Q27607982,Q13357858
Q13817384,Q13357858
Q26694335,Q5663900
Q523224,Q5090
Q3686129,Q9748
Q1547373,Q34735
Q1628141,Q216916
Q24283449,Q12473347
Q381416,Q40578
Q4858538,Q204179,Q5433715,Q13360246
Q27799702,Q13357858
Q1421356,Q18967090
Q645292,Q11460
Q26700696,Q5663900
Q26691817,Q5663900
Q7604412,Q4184950
Q3753468,Q1125341
Q151350,Q18642366
Q459490,Q1384417
Q26691232,Q5663900
Q10708260,Q154411
Q7235618,Q1736906,Q431289
Q26236567,Q121998
Q2065227,Q6090654,Q49850
Q1110579,Q4698563
Q27048899,Q13357858
Q1703900,Q190903
Q18967525,Q12136
Q26692076,Q5663900
Q19146690,Q1349015
Q2635587,Q123141
Q26701113,Q5663900
Q20857729,Q2912397
Q6644696,Q2416047
Q1350538,Q2912397
Q1926218,Q13357858
Q26692740,Q5663900
Q15138485,Q903799
Q33861,Q1318941,Q13406554
Q6865949,Q83307
Q3757860,Q1125341
Q7440353,Q152834
Q27677727,Q27429765
Q26694441,Q5663900
Q37144,Q185785
Q7884879,Q479257
Q21124581,Q1052687
Q2446078,Q1940287
Q2361484,Q2457980
Q327298,Q18553247
Q985834,Q299191,Q131375
Q3409112,Q490111,Q1811189
Q6871266,Q3092395
Q2733626,Q172937,Q3064117
Q27235603,Q13357858
Q3473112,Q425707
Q54124,Q217175
Q1384436,Q9418
Q18556092,Q18553648
Q754479,Q76611
Q1019304,Q22676332
Q169872,Q2057971,Q1441305
Q7694989,Q13266
Q1039648,Q15091377
Q27535610,Q13357858
Q4412613,Q1363026
Q1774389,Q1318388
Q4262683,Q17171698
Q4596827,Q919956
Q3932981,Q1125341
Q1752158,Q236425
Q5221513,Q236425
Q3215901,Q11173
Q1299835,Q726
Q19287504,Q2738499
Q25687472,Q2912397
Q18882693,Q1119,Q466147
Q1491636,Q79529
Q26693818,Q5663900
Q12108659,Q83437
Q229256,Q949302
Q18199686,Q6504
Q21173361,Q21167512
Q12121177,Q216782
Q11791,Q18089563,Q11790
Q26694428,Q5663900
Q18881869,Q1386,Q549728
Q26695580,Q5663900
Q4917787,Q13426709
Q1191836,Q1190223
Q6980868,Q13219666
Q2120006,Q15061650
Q12646220,Q181247
Q2565270,Q584265
Q264649,Q170292
Q27188452,Q13357858
Q187931,Q1786828
Q1125675,Q6013981
Q1791899,Q41298
Q165194,Q23808
Q3020534,Q3320963,Q4270517
Q4898645,Q11436
Q416878,Q3381520
Q7169725,Q11436
Q2667133,Q4859057
Q13422969,Q163727
Q19857120,Q13357858
Q6345991,Q2095
Q410551,Q846227,Q24153252
Q3463549,Q2223649,Q1256296
Q2907412,Q7802
Q308194,Q239526,Q467
Q2912526,Q3777832
Q6871766,Q11053
Q16936947,Q752392,Q13629441
Q27513220,Q121998
Q5013204,Q20650761
Q4505959,Q4006
Q25302509,Q121998
Q15973490,Q121998
Q16878358,Q214377
Q26263172,Q363342
Q7551195,Q770480
Q7536285,Q11436
Q26696416,Q5663900
Q1486179,Q1550194
Q307557,Q7893853,Q4704939
Q16861769,Q17578116
Q2043034,Q15690029,Q208361
Q26698193,Q5663900
Q8045523,Q409079
Q15640612,Q1799794
Q735176,Q320018
Q7690216,Q11436
Q22137050,Q11173
Q26904738,Q15141195,Q2285163
Q26699279,Q5663900
Q26699490,Q5663900
Q5163339,Q16518
Q25616510,Q13698
Q18967211,Q12136,Q578994
Q4966402,Q2095
Q884023,Q179951
Q24088466,Q625151
Q2554570,Q391022,Q177597
Q3946460,Q1125341
Q21995427,Q159334
Q27518498,Q13357858
Q18881258,Q1090,Q1373385
Q26692983,Q5663900
Q12077017,Q21674689
Q6956043,Q20650761
Q19307174,Q7397,Q867147
Q26694770,Q5663900
Q1285594,Q7897594
Q26690827,Q5663900
Q27798910,Q13357858
Q2367063,Q253140,Q282
Q475658,Q30461
Q1923955,Q1433212
Q26691270,Q5663900
Q26692535,Q5663900
Q5613495,Q3217456
Q4115575,Q432
Q18883088,Q880,Q19475
Q645205,Q93301
Q4938382,Q1542656
Q21000776,Q30849
Q11186,Q11135
Q27669051,Q13357858
Q6538366,Q1763090
Q1391812,Q43116
Q1256576,Q12286601
Q931260,Q25551003
Q3675902,Q764802
Q26692756,Q5663900
Q1668151,Q3241972,Q4315577
Q325904,Q755673
Q13001707,Q577
Q15416,Q19968906
Q691167,Q1058617
Q27570031,Q13357858
Q270102,Q5849
Q26699561,Q5663900
Q336885,Q20650761
Q631962,Q192234
Q27570467,Q13357858
Q27625656,Q13357858
Q23901114,Q15646733
Q26700698,Q5663900
Q26700853,Q5663900
Q21174819,Q21167512
Q394136,Q189214
Q2724004,Q180173
Q5420718,Q5716684
Q27669701,Q13357858
Q4856836,Q18679685
Q1528005,Q6607
Q163446,Q28823,Q386724
Q25894102,Q850298
Q1985150,Q17377208
Q18172859,Q1759899
Q1815205,Q51739
Q26819106,Q13357858
Q2247727,Q11635
Q1495738,Q83405
Q18845584,Q1872,Q784903
Q3081824,Q11436
Q5781171,Q123705
Q414123,Q18182641
Q3160845,Q170486
Q2284519,Q2991378,Q758
Q18554395,Q17152566
Q7157929,Q8054
Q18975335,Q12136
Q2714495,Q20646668
Q539124,Q1125341
Q1675712,Q571
Q4970769,Q19842071
Q5266384,Q13357858
Q17064573,Q34379
Q3579010,Q37260
Q19000665,Q12136
Q16303826,Q3947
Q27669527,Q13357858
Q18882124,Q1832,Q549805
Q3685450,Q2916486,Q15284
Q2991735,Q51739,Q33406
Q171253,Q34379
Q4917984,Q13426709
Q16974307,Q879050
Q2908499,Q18491037
Q1145674,Q1870975
Q15829400,Q121998
Q27625864,Q13357858
Q26692590,Q5663900
Q5253496,Q951255
Q3958922,Q1073138
Q8207109,Q43229
Q9166713,Q8434
Q19887851,Q1055894,Q18812470
Q11710287,Q11436
Q184654,Q3924425
